case_id,category,PASS_FAIL,mean_score,exactitud,continuidad,naturalidad,claridad,ambiguedad,prudencia,http,latency_ms,failures
G08.T05,C,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,10530,
G08.T06,C,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7435,
G09.T01,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4764,
G09.T02,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5125,
G09.T03,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4943,
G09.T04,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,22163,
G09.T05,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,22303,
G10.T01,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,23955,
G10.T02,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,19869,
G10.T03,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,16262,
G10.T04,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,17163,
G10.T05,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,18084,
G10.T06,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,16921,
G10.T07,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,21709,
G10.T08,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,14561,
G11.T01,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,15040,
G11.T02,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,17033,
G11.T03,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,22296,
G11.T04,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,3464,
G11.T05,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,12269,
G11.T06,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4708,
G12.T01,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,36084,
G12.T02,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,26190,
G12.T03,D,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5255,
G12.T04,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,13858,
G12.T05,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,12222,
G13.T01,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,15540,
G13.T02,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,81,
G13.T03,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4147,
G13.T04,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5582,
G13.T05,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,3814,
G13.T06,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5344,
G14.T01,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,20974,
G14.T02,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,20721,
G14.T03,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,16404,
G14.T04,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,22599,
G14.T05,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,26474,
G14.T06,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,25636,
G15.T01,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,24318,
G15.T02,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,24013,
G15.T03,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,21585,
G15.T04,E,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,17423,
G15.T05,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7132,
G15.T06,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,19348,
G15.T07,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6407,
G15.T08,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,14447,
G16.T01,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,14737,
G16.T02,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,23814,
G16.T03,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,75,
G16.T04,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,21865,
G16.T05,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,13102,
G16.T06,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,19788,
G17.T01,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,17088,
G17.T02,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5635,
G17.T03,F,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,74,
G17.T04,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,81,
G17.T05,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,93,
G17.T06,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5911,
G18.T01,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,30431,
G18.T02,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7112,
G18.T03,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,32696,
G18.T04,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,9107,
G18.T05,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,8723,
G19.T01,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5317,
G19.T02,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7025,
G19.T03,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,31779,
G19.T04,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,20439,
G19.T05,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,34203,
G19.T06,G,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7609,
G20.T01,H,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,6292,wrong_or_missing_date
G20.T02,H,PASS,4.420,5.0,5.0,4.6,4.5,2.5,4.4,200,27976,
G20.T03,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4461,
G20.T04,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4706,
G20.T05,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6283,
G20.T06,H,PASS,4.420,5.0,5.0,4.6,4.5,2.5,4.4,200,18700,
G20.T07,H,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,6726,wrong_or_missing_date
G20.T08,H,PASS,4.420,5.0,5.0,4.6,4.5,2.5,4.4,200,16025,
G21.T01,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5547,
G21.T02,H,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,3719,wrong_or_missing_date
G21.T03,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4672,
G21.T04,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5512,
G21.T05,H,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7775,
G22.T01,H,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,6243,wrong_or_missing_date
G22.T02,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5377,
G22.T03,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,8909,
G22.T04,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4809,
G22.T05,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,9748,
G22.T06,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5087,
G23.T01,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6436,
G23.T02,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6332,
G23.T03,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,184,
G23.T04,I,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6789,
G23.T05,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7014,
G23.T06,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,90,
G24.T01,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4516,
G24.T02,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4339,
G24.T03,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4241,
G24.T04,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4003,
G24.T05,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4056,
G25.T01,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4693,
G25.T02,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5084,
G25.T03,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4952,
G25.T04,J,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6080,
G25.T05,J,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,10910,wrong_or_missing_date
G25.T06,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5093,
G25.T07,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,671,
G25.T08,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,482,
G26.T01,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,6730,
G26.T02,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,8024,
G26.T03,K,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,8505,
G26.T04,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5284,
G26.T05,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5102,
G26.T06,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,4770,
G27.T01,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,86,
G27.T02,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,26822,
G27.T03,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,5829,
G27.T04,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,11054,
G27.T05,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,12115,
G28.T01,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,11558,
G28.T02,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,8266,
G28.T03,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,9966,
G28.T04,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,12210,
G28.T05,L,FAIL,3.467,0.0,5.0,3.5,3.5,4.7,4.4,200,10268,false_negative_same_day
G28.T06,L,PASS,4.567,5.0,5.0,4.6,4.5,4.7,4.4,200,7921,
